County,Region,Cases,Confirmed,Probable,PersonsWithNegativePCR
ADAMS,SC,637,619,18,12931
ALLEGHENY,SW,10310,9985,325,146579
ARMSTRONG,SW,313,309,4,5386
BEAVER,SW,1603,1556,47,16642
BEDFORD,SC,170,150,20,3670
BERKS,SE,6041,5865,176,39825
BLAIR,SC,456,437,19,13596
BRADFORD,NC,98,91,7,6313
BUCKS,SE,7777,7173,604,77955
BUTLER,SW,780,715,65,17898
CAMBRIA,SW,460,415,45,19724
CAMERON,NW,8,8,0,389
CARBON,NE,422,418,4,7943
CENTRE,NC,469,423,46,13683
CHESTER,SE,5607,5373,234,64816
CLARION,NW,99,90,9,2692
CLEARFIELD,NW,227,177,50,5468
CLINTON,NC,135,120,15,3483
COLUMBIA,NC,659,627,32,6332
CRAWFORD,NW,214,184,30,6225
CUMBERLAND,SC,1523,1439,84,23541
DAUPHIN,SC,3302,3210,92,35145
DELAWARE,SE,10317,10054,263,86771
ELK,NW,64,49,15,2143
ERIE,NW,1348,1152,196,23054
FAYETTE,SW,689,661,28,12491
FOREST,NW,14,11,3,637
FRANKLIN,SC,1508,1445,63,16562
FULTON,SC,34,32,2,990
GREENE,SW,139,128,11,3526
HUNTINGDON,SC,364,353,11,4081
INDIANA,SW,426,396,30,7469
JEFFERSON,NW,97,72,25,2871
JUNIATA,SC,148,140,8,1872
LACKAWANNA,NE,2079,2016,63,24480
LANCASTER,SE,6697,6566,131,62819
LAWRENCE,NW,455,396,59,6647
LEBANON,SC,1721,1650,71,15742
LEHIGH,NE,5196,5127,69,49889
LUZERNE,NE,3771,3676,95,38214
LYCOMING,NC,518,489,29,10819
MCKEAN,NW,37,28,9,3741
MERCER,NW,545,478,67,9927
MIFFLIN,SC,160,153,7,5363
MONROE,NE,1712,1668,44,19445
MONTGOMERY,SE,10996,10980,16,119032
MONTOUR,NC,133,116,17,7292
NORTHAMPTON,NE,4114,3988,126,46118
NORTHUMBERLAND,NC,672,621,51,8848
PERRY,SC,175,157,18,3258
PHILADELPHIA,SE,28974,28966,8,224211
PIKE,NE,542,517,25,5423
POTTER,NC,25,22,3,958
SCHUYLKILL,SE,985,952,33,15570
SNYDER,NC,164,141,23,2757
SOMERSET,SW,164,145,19,8182
SULLIVAN,NC,10,5,5,381
SUSQUEHANNA,NE,265,258,7,3653
TIOGA,NC,48,39,9,2709
UNION,NC,371,352,19,8572
VENANGO,NW,70,55,15,4082
WARREN,NW,27,21,6,3041
WASHINGTON,SW,1042,994,48,20789
WAYNE,NE,175,168,7,5107
WESTMORELAND,SW,1809,1754,55,37251
WYOMING,NE,66,63,3,2299
YORK,SC,3328,3265,63,46577
