County,Region,Cases,Confirmed,Probable,PersonsWithNegativePCR
ADAMS,SC,758,734,24,14429
ALLEGHENY,SW,11431,11009,422,161074
ARMSTRONG,SW,394,389,5,6171
BEAVER,SW,1804,1752,52,18382
BEDFORD,SC,219,189,30,4117
BERKS,SE,6700,6520,180,45648
BLAIR,SC,537,515,22,15452
BRADFORD,NC,116,106,10,6793
BUCKS,SE,8359,7749,610,87638
BUTLER,SW,956,869,87,20341
CAMBRIA,SW,528,469,59,21678
CAMERON,NW,8,8,0,415
CARBON,NE,439,435,4,8605
CENTRE,NC,1508,1449,59,21479
CHESTER,SE,6362,6104,258,73989
CLARION,NW,112,99,13,2943
CLEARFIELD,NW,292,240,52,6519
CLINTON,NC,176,159,17,3838
COLUMBIA,NC,847,811,36,7106
CRAWFORD,NW,263,229,34,7819
CUMBERLAND,SC,1701,1609,92,26955
DAUPHIN,SC,3620,3526,94,40394
DELAWARE,SE,11006,10732,274,97902
ELK,NW,66,51,15,2307
ERIE,NW,1439,1232,207,25484
FAYETTE,SW,755,722,33,14155
FOREST,NW,14,11,3,702
FRANKLIN,SC,1679,1610,69,18818
FULTON,SC,42,39,3,1123
GREENE,SW,162,149,13,3889
HUNTINGDON,SC,393,382,11,5295
INDIANA,SW,568,522,46,8224
JEFFERSON,NW,107,79,28,3136
JUNIATA,SC,169,161,8,2076
LACKAWANNA,NE,2332,2264,68,28816
LANCASTER,SE,7391,7239,152,71030
LAWRENCE,NW,490,426,64,7177
LEBANON,SC,1890,1819,71,17865
LEHIGH,NE,5428,5353,75,54627
LUZERNE,NE,3981,3877,104,42220
LYCOMING,NC,603,567,36,12098
MCKEAN,NW,51,39,12,4047
MERCER,NW,662,587,75,10783
MIFFLIN,SC,200,192,8,6003
MONROE,NE,1767,1722,45,21224
MONTGOMERY,SE,11738,11716,22,133883
MONTOUR,NC,162,140,22,7580
NORTHAMPTON,NE,4301,4158,143,50437
NORTHUMBERLAND,NC,826,763,63,10638
PERRY,SC,195,175,20,3667
PHILADELPHIA,SE,30620,30612,8,253875
PIKE,NE,559,534,25,5946
POTTER,NC,25,22,3,1046
SCHUYLKILL,SE,1046,1011,35,17404
SNYDER,NC,236,193,43,3111
SOMERSET,SW,195,167,28,9539
SULLIVAN,NC,10,5,5,426
SUSQUEHANNA,NE,290,281,9,4033
TIOGA,NC,53,44,9,3001
UNION,NC,438,414,24,9502
VENANGO,NW,79,62,17,4351
WARREN,NW,42,32,10,3222
WASHINGTON,SW,1238,1171,67,23308
WAYNE,NE,204,195,9,5659
WESTMORELAND,SW,2003,1932,71,40060
WYOMING,NE,72,69,3,2592
YORK,SC,4333,4225,108,54065
